pincode,district,state_name,latitude,longitude
400056,MUMBAI SUBURBAN,MAHARASHTRA,19.103347,72.839431
400057,MUMBAI SUBURBAN,MAHARASHTRA,19.102389,72.848593
400058,MUMBAI SUBURBAN,MAHARASHTRA,19.123583,72.839417
400059,MUMBAI SUBURBAN,MAHARASHTRA,19.114222,72.879704
400060,MUMBAI SUBURBAN,MAHARASHTRA,19.131444,72.850139
400061,MUMBAI SUBURBAN,MAHARASHTRA,19.13975,72.805833
400063,MUMBAI SUBURBAN,MAHARASHTRA,19.158917,72.851458
400064,MUMBAI SUBURBAN,MAHARASHTRA,19.187139,72.844924
400065,MUMBAI SUBURBAN,MAHARASHTRA,19.15787,72.870574
400066,MUMBAI SUBURBAN,MAHARASHTRA,19.230976,72.860007
400067,MUMBAI SUBURBAN,MAHARASHTRA,19.2164,72.838379
400068,MUMBAI SUBURBAN,MAHARASHTRA,19.248056,72.860569
400069,MUMBAI SUBURBAN,MAHARASHTRA,19.119708,72.849708
400070,MUMBAI SUBURBAN,MAHARASHTRA,19.072981,72.879302
400071,MUMBAI SUBURBAN,MAHARASHTRA,19.056889,72.898111
400072,MUMBAI SUBURBAN,MAHARASHTRA,19.111024,72.890341
400074,MUMBAI SUBURBAN,MAHARASHTRA,19.043861,72.894861
400075,MUMBAI SUBURBAN,MAHARASHTRA,19.081963,72.916861
400076,MUMBAI SUBURBAN,MAHARASHTRA,19.128694,72.919194
400077,MUMBAI SUBURBAN,MAHARASHTRA,19.079222,72.902194
400078,MUMBAI SUBURBAN,MAHARASHTRA,19.146222,72.934594
400079,MUMBAI SUBURBAN,MAHARASHTRA,19.105736,72.923292
400080,MUMBAI SUBURBAN,MAHARASHTRA,19.162844,72.948128
400081,MUMBAI SUBURBAN,MAHARASHTRA,19.169097,72.963403
400082,MUMBAI SUBURBAN,MAHARASHTRA,19.170917,72.933056
400083,MUMBAI SUBURBAN,MAHARASHTRA,19.116514,72.93725
400084,MUMBAI SUBURBAN,MAHARASHTRA,19.098222,72.904333
400085,MUMBAI SUBURBAN,MAHARASHTRA,19.017528,72.856194
400086,MUMBAI SUBURBAN,MAHARASHTRA,19.08613,72.905426
400087,MUMBAI SUBURBAN,MAHARASHTRA,19.135333,72.900333
400088,MUMBAI SUBURBAN,MAHARASHTRA,19.044194,72.927111
400089,MUMBAI SUBURBAN,MAHARASHTRA,19.015611,72.861694
400091,MUMBAI SUBURBAN,MAHARASHTRA,19.231889,72.840444
400092,MUMBAI SUBURBAN,MAHARASHTRA,19.229111,72.855306
400093,MUMBAI SUBURBAN,MAHARASHTRA,19.121139,72.871222
400094,MUMBAI SUBURBAN,MAHARASHTRA,19.03825,72.92525
400095,MUMBAI SUBURBAN,MAHARASHTRA,19.192236,72.809028
400096,MUMBAI SUBURBAN,MAHARASHTRA,19.124556,72.872972
400097,MUMBAI SUBURBAN,MAHARASHTRA,19.182128,72.850818
400098,MUMBAI SUBURBAN,MAHARASHTRA,19.079972,72.8545
400099,MUMBAI SUBURBAN,MAHARASHTRA,19.054538,72.849857
400101,MUMBAI SUBURBAN,MAHARASHTRA,19.208194,72.869861
400102,MUMBAI SUBURBAN,MAHARASHTRA,19.139306,72.852569
400103,MUMBAI SUBURBAN,MAHARASHTRA,19.245472,72.863917
400104,MUMBAI SUBURBAN,MAHARASHTRA,19.181805,72.836639
400601,THANE,MAHARASHTRA,19.193167,72.977713
400602,THANE,MAHARASHTRA,19.216459,72.917246
400603,THANE,MAHARASHTRA,19.183125,72.976153
400604,THANE,MAHARASHTRA,19.186056,72.957778
400605,THANE,MAHARASHTRA,19.193472,72.989833
400606,THANE,MAHARASHTRA,19.206028,72.966944
400607,THANE,MAHARASHTRA,19.238126,72.985682
400608,THANE,MAHARASHTRA,19.212553,72.975311
400610,THANE,MAHARASHTRA,19.23125,72.973778
400612,THANE,MAHARASHTRA,19.181271,73.021887
400614,THANE,MAHARASHTRA,19.040046,73.048741
400615,THANE,MAHARASHTRA,19.270616,72.958111
400701,THANE,MAHARASHTRA,19.124389,72.997611
400702,RAIGAD,MAHARASHTRA,18.877809,73.076003
400703,THANE,MAHARASHTRA,19.097181,72.999796
400704,RAIGAD,MAHARASHTRA,18.904986,72.916792
400705,THANE,MAHARASHTRA,19.071861,73.007444
400706,THANE,MAHARASHTRA,19.032562,73.018014
400707,RAIGAD,MAHARASHTRA,18.874898,72.917824
400708,THANE,MAHARASHTRA,19.151153,72.992319
400709,THANE,MAHARASHTRA,19.1035,73.004417
400710,THANE,MAHARASHTRA,19.110056,73.0175
401101,THANE,MAHARASHTRA,19.299181,72.835996
401102,PALGHAR,MAHARASHTRA,19.623033,72.862939
401103,PALGHAR,MAHARASHTRA,19.890541,72.7584
401105,PALGHAR,MAHARASHTRA,19.309639,72.854972
401106,THANE,MAHARASHTRA,19.287055,72.787837
401107,THANE,MAHARASHTRA,19.258464,72.922333
401201,PALGHAR,MAHARASHTRA,19.390867,72.700421
401202,PALGHAR,MAHARASHTRA,19.373863,72.830847
401203,PALGHAR,MAHARASHTRA,19.415694,72.800889
401204,PALGHAR,MAHARASHTRA,19.434611,73.071492
401206,THANE,MAHARASHTRA,19.495806,73.01575
401207,PALGHAR,MAHARASHTRA,19.348303,72.81895
401208,PALGHAR,MAHARASHTRA,19.395816,72.873129
401209,PALGHAR,MAHARASHTRA,19.425389,72.827417
401301,PALGHAR,MAHARASHTRA,19.679048,72.521337
401302,PALGHAR,MAHARASHTRA,19.460139,72.750861
401303,PALGHAR,MAHARASHTRA,19.467403,72.882727
401304,PALGHAR,MAHARASHTRA,19.299799,72.87851
401305,PALGHAR,MAHARASHTRA,19.468722,72.816694
401401,PALGHAR,MAHARASHTRA,19.412027,72.885186
401402,PALGHAR,MAHARASHTRA,19.646139,72.723694
401403,PALGHAR,MAHARASHTRA,19.737986,72.933823
401404,PALGHAR,MAHARASHTRA,19.698278,72.768917
401405,PALGHAR,MAHARASHTRA,19.365716,72.838486
401501,PALGHAR,MAHARASHTRA,19.932137,73.283838
401502,PALGHAR,MAHARASHTRA,19.704216,72.760978
401503,PALGHAR,MAHARASHTRA,19.883486,72.688165
401504,PALGHAR,MAHARASHTRA,19.814536,72.732411
401506,PALGHAR,MAHARASHTRA,19.798333,72.744528
401601,PALGHAR,MAHARASHTRA,19.979401,72.71186
401602,PALGHAR,MAHARASHTRA,19.963938,72.8048
401603,PALGHAR,MAHARASHTRA,19.908535,73.166464
401604,PALGHAR,MAHARASHTRA,19.870177,73.36942
401605,PALGHAR,MAHARASHTRA,19.805714,73.091422
401606,PALGHAR,MAHARASHTRA,20.140785,73.019232
401607,PALGHAR,MAHARASHTRA,19.901638,72.96522
401608,PALGHAR,MAHARASHTRA,19.971444,72.746861
401701,PALGHAR,MAHARASHTRA,19.81016,72.8908
401702,PALGHAR,MAHARASHTRA,20.080583,72.726167
401703,PALGHAR,MAHARASHTRA,20.05775,72.751694
402101,RAIGAD,MAHARASHTRA,18.083165,73.180429
402102,RAIGAD,MAHARASHTRA,18.100506,73.322106
402103,RAIGAD,MAHARASHTRA,18.140779,73.315018
402104,RAIGAD,MAHARASHTRA,18.301684,73.267732
402105,RAIGAD,MAHARASHTRA,18.146546,73.103322
402106,RAIGAD,MAHARASHTRA,18.572294,73.111047
402107,RAIGAD,MAHARASHTRA,18.746905,73.075412
402108,RAIGAD,MAHARASHTRA,18.678791,73.003731
402109,RAIGAD,MAHARASHTRA,18.437079,73.053712
402110,RAIGAD,MAHARASHTRA,18.051922,73.046907
402111,RAIGAD,MAHARASHTRA,18.369243,73.112216
402112,RAIGAD,MAHARASHTRA,18.324961,73.212654
402113,RAIGAD,MAHARASHTRA,18.101826,73.00406
402114,RAIGAD,MAHARASHTRA,17.995278,73.042269
402115,RAIGAD,MAHARASHTRA,18.135809,73.25293
402116,RAIGAD,MAHARASHTRA,18.435438,73.142552
402117,RAIGAD,MAHARASHTRA,18.203155,73.249442
402120,RAIGAD,MAHARASHTRA,18.34959,73.308473
402122,RAIGAD,MAHARASHTRA,18.175599,73.188275
402125,RAIGAD,MAHARASHTRA,18.578444,73.096028
402126,RAIGAD,MAHARASHTRA,18.495168,73.176574
402201,RAIGAD,MAHARASHTRA,18.641806,72.872361
402202,RAIGAD,MAHARASHTRA,18.526495,72.926729
402203,RAIGAD,MAHARASHTRA,18.559022,72.972162
402204,RAIGAD,MAHARASHTRA,18.628485,72.897159
402207,RAIGAD,MAHARASHTRA,18.996333,73.123139
402208,RAIGAD,MAHARASHTRA,18.735683,72.871582
402209,RAIGAD,MAHARASHTRA,18.699927,72.90793
402301,RAIGAD,MAHARASHTRA,18.044804,73.390514
402302,RAIGAD,MAHARASHTRA,18.13979,73.485786
402303,RAIGAD,MAHARASHTRA,17.938448,73.454583
402304,RAIGAD,MAHARASHTRA,18.430419,73.202919
402305,RAIGAD,MAHARASHTRA,18.18988,73.406955
402306,RAIGAD,MAHARASHTRA,18.130351,73.562624
402307,RAIGAD,MAHARASHTRA,18.239501,73.25611
402308,RAIGAD,MAHARASHTRA,18.529005,73.288665
402309,RAIGAD,MAHARASHTRA,18.104711,73.453544
402401,RAIGAD,MAHARASHTRA,18.347475,72.951219
402402,RAIGAD,MAHARASHTRA,18.260407,72.950226
402403,RAIGAD,MAHARASHTRA,18.21136,72.968855
402404,RAIGAD,MAHARASHTRA,18.151123,72.982728
403001,NORTH GOA,GOA,15.494658,73.829867
403002,NORTH GOA,GOA,15.471639,73.811944
403004,NORTH GOA,GOA,15.454875,73.803
403005,NORTH GOA,GOA,15.481861,73.842917
403006,NORTH GOA,GOA,15.887806,73.502375
403101,NORTH GOA,GOA,15.54537,73.545324
403102,NORTH GOA,GOA,15.553194,73.888778
403103,SOUTH GOA,GOA,15.874708,74.091194
403104,NORTH GOA,GOA,15.841986,74.185375
403105,NORTH GOA,GOA,15.734042,73.175181
403106,NORTH GOA,GOA,15.533861,73.951083
403107,SOUTH GOA,GOA,15.568011,73.530178
403108,NORTH GOA,GOA,15.791514,73.475597
403109,NORTH GOA,GOA,15.5015,73.804417
403110,NORTH GOA,GOA,15.844958,73.001542
403114,NORTH GOA,GOA,16.016,73.36312
403115,SOUTH GOA,GOA,15.802375,73.520847
403201,NORTH GOA,GOA,15.473028,73.870222
403202,NORTH GOA,GOA,15.464306,73.858028
403203,NORTH GOA,GOA,15.499417,73.832389
403204,NORTH GOA,GOA,15.426361,73.898889
403206,NORTH GOA,GOA,15.457444,73.834889
403401,SOUTH GOA,GOA,15.653868,73.47235
403402,NORTH GOA,GOA,15.501556,73.913194
403403,NORTH GOA,GOA,15.968806,73.511944
403404,SOUTH GOA,GOA,16.034157,74.278083
403406,SOUTH GOA,GOA,15.49313,74.136634
403409,SOUTH GOA,GOA,15.385556,74.031444
403410,SOUTH GOA,GOA,15.479194,72.880954
403501,NORTH GOA,GOA,15.549972,73.818083
403502,NORTH GOA,GOA,15.626514,73.857903
403503,NORTH GOA,GOA,16.048691,72.497896
403504,NORTH GOA,GOA,15.859882,72.764069
403505,NORTH GOA,GOA,15.772478,72.753367
403506,NORTH GOA,GOA,15.889067,73.298808
403507,NORTH GOA,GOA,15.903764,73.049917
403508,NORTH GOA,GOA,15.533139,74.434778
403509,NORTH GOA,GOA,15.716736,73.518736
403510,NORTH GOA,GOA,15.991972,73.456806
403511,NORTH GOA,GOA,16.095509,74.276343
403512,NORTH GOA,GOA,16.234748,72.86555
403513,NORTH GOA,GOA,15.882509,72.892736
403515,NORTH GOA,GOA,15.519292,73.778861
403516,NORTH GOA,GOA,15.624454,73.552352
403517,NORTH GOA,GOA,15.630569,73.767083
403521,NORTH GOA,GOA,15.547102,73.58262
403523,NORTH GOA,GOA,18.446019,73.631759
403524,NORTH GOA,GOA,15.559185,74.460537
403526,NORTH GOA,GOA,15.614056,73.824333
403527,NORTH GOA,GOA,15.662444,73.726667
403529,NORTH GOA,GOA,15.582639,73.954667
403530,NORTH GOA,GOA,15.819743,73.946236
403601,SOUTH GOA,GOA,15.274451,73.968438
403602,SOUTH GOA,GOA,15.290917,73.965111
403701,SOUTH GOA,GOA,15.180583,73.971528
403702,SOUTH GOA,GOA,14.977451,73.954377
403703,SOUTH GOA,GOA,15.545484,73.435389
403704,SOUTH GOA,GOA,15.245941,74.017868
403705,SOUTH GOA,GOA,15.377273,73.348463
403706,SOUTH GOA,GOA,15.22215,73.633506
403707,SOUTH GOA,GOA,15.472639,73.348694
403708,SOUTH GOA,GOA,15.459704,72.774389
403709,SOUTH GOA,GOA,15.075056,73.499065
403710,SOUTH GOA,GOA,15.395009,73.908389
403711,SOUTH GOA,GOA,15.397861,73.84875
403712,SOUTH GOA,GOA,15.344917,73.898444
403713,SOUTH GOA,GOA,15.614481,73.873852
403714,SOUTH GOA,GOA,14.780213,73.64063
403715,SOUTH GOA,GOA,15.209997,73.97772
403716,SOUTH GOA,GOA,15.258861,73.930972
403717,SOUTH GOA,GOA,15.206333,73.950806
403718,SOUTH GOA,GOA,15.525431,73.59675
403719,SOUTH GOA,GOA,15.309472,74.001056
403720,SOUTH GOA,GOA,15.313861,73.986028
403721,SOUTH GOA,GOA,15.231917,73.942472
403722,SOUTH GOA,GOA,15.349583,73.930972
403723,SOUTH GOA,GOA,15.183951,78.765708
403724,SOUTH GOA,GOA,15.220278,73.950889
403725,SOUTH GOA,GOA,15.233583,73.991139
403726,SOUTH GOA,GOA,15.375389,73.880056
403728,SOUTH GOA,GOA,15.335306,73.632694
403729,SOUTH GOA,GOA,15.258139,73.9855
403731,SOUTH GOA,GOA,15.186944,73.947278
403801,SOUTH GOA,GOA,15.385194,73.839014
403802,SOUTH GOA,GOA,15.397067,73.714094
403803,SOUTH GOA,GOA,15.412639,73.790389
403804,SOUTH GOA,GOA,15.408222,73.788917
403806,SOUTH GOA,GOA,15.370139,73.837667
410101,RAIGAD,MAHARASHTRA,19.122165,73.661705
410102,RAIGAD,MAHARASHTRA,18.985389,73.270778
410201,RAIGAD,MAHARASHTRA,18.955244,73.495121
410202,RAIGAD,MAHARASHTRA,18.819259,73.285192
410203,RAIGAD,MAHARASHTRA,18.80762,73.157407
410204,RAIGAD,MAHARASHTRA,18.7765,73.353389
410205,RAIGAD,MAHARASHTRA,18.600807,73.261078
410206,RAIGAD,MAHARASHTRA,18.93966,73.106088
410207,RAIGAD,MAHARASHTRA,18.948741,73.035741
410208,RAIGAD,MAHARASHTRA,19.051637,73.102579
410209,RAIGAD,MAHARASHTRA,19.016,73.096
410210,RAIGAD,MAHARASHTRA,19.0135,73.171056
410216,RAIGAD,MAHARASHTRA,18.804389,73.342528
410218,RAIGAD,MAHARASHTRA,19.026722,73.104806
410220,RAIGAD,MAHARASHTRA,18.534935,73.011222
410221,RAIGAD,MAHARASHTRA,18.691545,73.295285
410222,RAIGAD,MAHARASHTRA,18.896833,73.184639
410301,PUNE,MAHARASHTRA,18.5243,72.3828
410302,PUNE,MAHARASHTRA,18.2033,76.2024
410401,PUNE,MAHARASHTRA,18.623472,73.365674
410402,PUNE,MAHARASHTRA,18.75384,73.389784
410403,PUNE,MAHARASHTRA,18.5243,73.3826
410405,PUNE,MAHARASHTRA,18.721527,73.528399
410406,PUNE,MAHARASHTRA,18.681045,73.51985
410501,PUNE,MAHARASHTRA,18.750857,73.86252
410502,PUNE,MAHARASHTRA,19.213165,73.822618
410503,PUNE,MAHARASHTRA,19.014788,73.976403
410504,PUNE,MAHARASHTRA,19.118659,74.013536
410505,PUNE,MAHARASHTRA,18.869593,73.833345
410506,PUNE,MAHARASHTRA,18.716434,73.541298
410507,PUNE,MAHARASHTRA,18.757999,73.614705
410508,PUNE,MAHARASHTRA,18.878611,73.271667
410509,PUNE,MAHARASHTRA,19.07293,73.645291
410510,PUNE,MAHARASHTRA,18.730599,73.802793
410511,PUNE,MAHARASHTRA,19.17867,73.922937
410512,PUNE,MAHARASHTRA,18.798023,73.802815
410513,PUNE,MAHARASHTRA,18.791124,73.596111
410515,PUNE,MAHARASHTRA,18.836878,73.733325
410516,PUNE,MAHARASHTRA,17.469374,74.088733
411001,PUNE,MAHARASHTRA,18.508048,73.86875
411002,PUNE,MAHARASHTRA,18.513703,73.859268
411003,PUNE,MAHARASHTRA,18.041766,74.9128
411004,PUNE,MAHARASHTRA,18.513093,73.836037
411005,PUNE,MAHARASHTRA,18.525402,73.713671
411006,PUNE,MAHARASHTRA,18.555431,73.889958
411007,PUNE,MAHARASHTRA,18.552558,73.820093
411008,PUNE,MAHARASHTRA,18.542875,73.819125
411009,PUNE,MAHARASHTRA,18.495361,73.856264
411011,PUNE,MAHARASHTRA,18.520749,73.862675
411012,PUNE,MAHARASHTRA,18.581208,73.832319
411013,PUNE,MAHARASHTRA,18.507778,73.391722
411014,PUNE,MAHARASHTRA,18.555736,73.659028
411015,PUNE,MAHARASHTRA,18.127792,73.936569
411016,PUNE,MAHARASHTRA,18.533046,73.833093
411017,PUNE,MAHARASHTRA,18.616917,73.706111
411018,PUNE,MAHARASHTRA,18.629626,73.814404
411019,PUNE,MAHARASHTRA,18.654292,73.797486
411020,PUNE,MAHARASHTRA,18.558898,73.834185
411021,PUNE,MAHARASHTRA,18.5301,73.794253
411022,PUNE,MAHARASHTRA,18.502056,73.9085
411023,PUNE,MAHARASHTRA,18.468942,73.786272
411024,PUNE,MAHARASHTRA,18.445222,73.785806
411025,PUNE,MAHARASHTRA,18.362308,74.499847
411026,PUNE,MAHARASHTRA,18.57761,73.569939
411027,PUNE,MAHARASHTRA,18.576639,73.811972
411028,PUNE,MAHARASHTRA,18.498194,73.930819
411030,PUNE,MAHARASHTRA,18.511855,73.850109
411031,PUNE,MAHARASHTRA,18.52047,73.300211
411032,PUNE,MAHARASHTRA,18.52047,73.300211
411033,PUNE,MAHARASHTRA,18.52047,73.300211
411034,PUNE,MAHARASHTRA,18.604,73.826111
411035,PUNE,MAHARASHTRA,18.653889,73.781417
411036,PUNE,MAHARASHTRA,18.532169,73.92888
411037,PUNE,MAHARASHTRA,18.608647,73.678191
411038,PUNE,MAHARASHTRA,18.507518,73.8085
411039,PUNE,MAHARASHTRA,18.620333,73.848222
411040,PUNE,MAHARASHTRA,18.513194,73.849417
411041,PUNE,MAHARASHTRA,18.483097,73.834347
411042,PUNE,MAHARASHTRA,18.504717,73.862528
411043,PUNE,MAHARASHTRA,18.465361,73.855111
411044,PUNE,MAHARASHTRA,18.658889,73.750278
411045,PUNE,MAHARASHTRA,18.56995,73.76615
411046,PUNE,MAHARASHTRA,18.447839,73.855554
411047,PUNE,MAHARASHTRA,18.616539,73.942772
411048,PUNE,MAHARASHTRA,18.52047,73.300211
411051,PUNE,MAHARASHTRA,18.52047,73.300211
411052,PUNE,MAHARASHTRA,18.491042,73.823181
411057,PUNE,MAHARASHTRA,24.799088,73.894704
411058,PUNE,MAHARASHTRA,18.475806,73.797667
411060,PUNE,MAHARASHTRA,18.52047,73.300211
411061,PUNE,MAHARASHTRA,18.52047,73.300211
411062,PUNE,MAHARASHTRA,18.663383,73.790201
411067,PUNE,MAHARASHTRA,18.563398,73.812891
411068,PUNE,MAHARASHTRA,18.457955,73.79191
411069,PUNE,MAHARASHTRA,18.5624,73.7868
412101,PUNE,MAHARASHTRA,18.690928,73.684764
412102,PUNE,MAHARASHTRA,18.125466,74.225587
412103,PUNE,MAHARASHTRA,18.323532,74.399069
412104,PUNE,MAHARASHTRA,18.377423,74.077506
412105,PUNE,MAHARASHTRA,18.69866,73.82864
412106,PUNE,MAHARASHTRA,18.739412,73.526598
412107,PUNE,MAHARASHTRA,18.660257,73.751504
412108,PUNE,MAHARASHTRA,18.538372,73.540279
412109,PUNE,MAHARASHTRA,18.737008,73.759967
412110,PUNE,MAHARASHTRA,18.608187,73.880505
412112,PUNE,MAHARASHTRA,18.520278,73.856667
412115,PUNE,MAHARASHTRA,18.517087,73.708255
412201,PUNE,MAHARASHTRA,18.521242,74.013141
412202,PUNE,MAHARASHTRA,18.498373,74.14606
412203,PUNE,MAHARASHTRA,18.497992,74.297496
412204,PUNE,MAHARASHTRA,18.363428,74.138396
412205,PUNE,MAHARASHTRA,18.263339,73.88078
412206,PUNE,MAHARASHTRA,18.142826,73.78754
412207,PUNE,MAHARASHTRA,18.439618,74.170167
412208,PUNE,MAHARASHTRA,18.697305,74.179227
412209,PUNE,MAHARASHTRA,18.722225,74.080949
412210,PUNE,MAHARASHTRA,18.723105,74.274827
412211,PUNE,MAHARASHTRA,18.650249,74.440026
412212,PUNE,MAHARASHTRA,18.548692,73.689856
412213,PUNE,MAHARASHTRA,18.252303,73.787976
412214,PUNE,MAHARASHTRA,18.494845,74.205816
412215,PUNE,MAHARASHTRA,18.960237,74.407727
412216,PUNE,MAHARASHTRA,18.638984,73.949566
412218,PUNE,MAHARASHTRA,18.852878,74.236359
412219,PUNE,MAHARASHTRA,18.433393,74.4627
412220,PUNE,MAHARASHTRA,18.670736,73.889733
412301,PUNE,MAHARASHTRA,18.377921,74.011754
412303,PUNE,MAHARASHTRA,18.306652,74.154676
412304,PUNE,MAHARASHTRA,18.274903,74.315475
412305,PUNE,MAHARASHTRA,18.247572,74.037641
412306,PUNE,MAHARASHTRA,18.11551,74.306586
412307,PUNE,MAHARASHTRA,18.47977,73.930917
412308,PUNE,MAHARASHTRA,18.453191,73.970957
412311,PUNE,MAHARASHTRA,18.269898,74.177052
412312,PUNE,MAHARASHTRA,18.395409,73.262689
412401,PUNE,MAHARASHTRA,18.472461,73.652958
412402,PUNE,MAHARASHTRA,18.780425,73.806386
412403,PUNE,MAHARASHTRA,18.988697,73.934595
412404,PUNE,MAHARASHTRA,18.86048,74.038688
412405,PUNE,MAHARASHTRA,18.697435,73.655556
412406,PUNE,MAHARASHTRA,18.845,74.0673
412408,PUNE,MAHARASHTRA,18.959954,73.716168
412409,PUNE,MAHARASHTRA,19.394051,73.947533
412410,PUNE,MAHARASHTRA,18.971048,74.014918
412411,PUNE,MAHARASHTRA,19.030186,73.945283
412412,PUNE,MAHARASHTRA,18.647563,73.938512
412801,SATARA,MAHARASHTRA,18.1349,73.954652
412802,SATARA,MAHARASHTRA,18.3715,74.086168
412803,SATARA,MAHARASHTRA,17.959461,73.864812
412804,SATARA,MAHARASHTRA,17.960503,74.387808
412805,SATARA,MAHARASHTRA,17.879041,73.886499
412806,SATARA,MAHARASHTRA,17.905667,73.816199
413001,SOLAPUR,MAHARASHTRA,17.669997,75.899857
413002,SOLAPUR,MAHARASHTRA,17.69906,75.844681
413003,SOLAPUR,MAHARASHTRA,17.664578,75.904162
413004,SOLAPUR,MAHARASHTRA,17.573319,75.675681
413005,SOLAPUR,MAHARASHTRA,17.677176,75.918972
413006,SOLAPUR,MAHARASHTRA,17.687934,75.935188
413007,SOLAPUR,MAHARASHTRA,19.162778,77.306056
413008,SOLAPUR,MAHARASHTRA,17.539111,75.840789
413101,SOLAPUR,MAHARASHTRA,17.826289,75.042316
413102,PUNE,MAHARASHTRA,18.20184,74.54456
413103,PUNE,MAHARASHTRA,17.996617,74.786576
413104,PUNE,MAHARASHTRA,18.154751,74.643308
413105,PUNE,MAHARASHTRA,18.639719,74.89051
413106,PUNE,MAHARASHTRA,18.119617,75.031286
413107,SOLAPUR,MAHARASHTRA,17.820576,74.879264
413108,SOLAPUR,MAHARASHTRA,17.84718,75.13979
413109,SOLAPUR,MAHARASHTRA,17.921682,74.676607
413110,PUNE,MAHARASHTRA,18.151509,74.53798
413111,SOLAPUR,MAHARASHTRA,17.807451,74.596511
413112,SOLAPUR,MAHARASHTRA,17.752496,75.21825
413113,SOLAPUR,MAHARASHTRA,17.705772,75.163675
413114,PUNE,MAHARASHTRA,18.051111,74.91879
413115,PUNE,MAHARASHTRA,18.000552,74.601819
413116,PUNE,MAHARASHTRA,18.300988,74.188353
413118,SOLAPUR,MAHARASHTRA,17.515167,75.446667
413120,PUNE,MAHARASHTRA,18.10579,74.983876
413130,PUNE,MAHARASHTRA,18.375831,74.375407
413132,PUNE,MAHARASHTRA,18.48863,74.910057
413133,PUNE,MAHARASHTRA,18.171519,74.989222
413201,AHMEDNAGAR,MAHARASHTRA,18.725467,75.310853
413202,SOLAPUR,MAHARASHTRA,18.201133,75.203876
413203,SOLAPUR,MAHARASHTRA,18.381377,75.136059
413204,AHMEDNAGAR,MAHARASHTRA,18.677778,75.539343
413205,AHMEDNAGAR,MAHARASHTRA,18.665225,75.238102
413206,SOLAPUR,MAHARASHTRA,17.88828,75.044151
413207,BEED,MAHARASHTRA,18.964529,75.297295
413208,SOLAPUR,MAHARASHTRA,18.055982,75.419637
413209,SOLAPUR,MAHARASHTRA,18.033707,75.584368
413210,SOLAPUR,MAHARASHTRA,18.313671,75.464694
413211,SOLAPUR,MAHARASHTRA,17.917622,75.256685
413212,SOLAPUR,MAHARASHTRA,17.899568,75.546119
413213,SOLAPUR,MAHARASHTRA,17.852109,75.618396
413214,SOLAPUR,MAHARASHTRA,17.871251,75.59628
413215,SOLAPUR,MAHARASHTRA,17.548896,75.96712
413216,SOLAPUR,MAHARASHTRA,17.517069,76.197292
413217,SOLAPUR,MAHARASHTRA,17.500168,75.899519
413218,SOLAPUR,MAHARASHTRA,18.042984,75.795923
413219,SOLAPUR,MAHARASHTRA,17.510406,76.087914
413220,SOLAPUR,MAHARASHTRA,17.480098,76.233875
413221,SOLAPUR,MAHARASHTRA,17.494036,75.732657
413222,SOLAPUR,MAHARASHTRA,17.738289,75.786075
413223,SOLAPUR,MAHARASHTRA,18.164107,75.269316
413224,SOLAPUR,MAHARASHTRA,17.677193,75.929243
413226,SOLAPUR,MAHARASHTRA,17.568229,76.163838
413227,SOLAPUR,MAHARASHTRA,17.475196,76.139997
413228,SOLAPUR,MAHARASHTRA,17.596497,75.958296
413229,BEED,MAHARASHTRA,18.951181,75.511146
413248,SOLAPUR,MAHARASHTRA,17.753442,75.709617
413249,BEED,MAHARASHTRA,19.048729,75.406688
413250,SOLAPUR,MAHARASHTRA,17.979935,75.373184
413251,SOLAPUR,MAHARASHTRA,19.066206,75.88146
413252,SOLAPUR,MAHARASHTRA,17.899024,75.413189
413253,SOLAPUR,MAHARASHTRA,17.783219,75.653295
413255,SOLAPUR,MAHARASHTRA,17.999677,75.791045
413301,SOLAPUR,MAHARASHTRA,17.724855,75.402618
413302,SOLAPUR,MAHARASHTRA,17.893285,75.212047
413303,SOLAPUR,MAHARASHTRA,17.515167,75.446667
413304,SOLAPUR,MAHARASHTRA,17.699577,75.383499
413305,SOLAPUR,MAHARASHTRA,17.513828,75.462784
413306,SOLAPUR,MAHARASHTRA,17.646638,75.113839
413307,SOLAPUR,MAHARASHTRA,17.546196,75.163956
413308,SOLAPUR,MAHARASHTRA,17.440952,75.232527
413309,SOLAPUR,MAHARASHTRA,17.400252,75.196571
413310,SOLAPUR,MAHARASHTRA,17.675924,75.090783
413314,SOLAPUR,MAHARASHTRA,17.355712,75.091856
413315,SOLAPUR,MAHARASHTRA,17.637541,74.167654
413317,SOLAPUR,MAHARASHTRA,17.632621,75.302101
413319,SOLAPUR,MAHARASHTRA,17.42453,75.576352
413322,SOLAPUR,MAHARASHTRA,17.338942,75.40826
413324,SOLAPUR,MAHARASHTRA,18.120824,75.11394
413401,SOLAPUR,MAHARASHTRA,18.159347,75.619323
413402,SOLAPUR,MAHARASHTRA,18.079337,75.840181
413403,SOLAPUR,MAHARASHTRA,18.203275,75.782259
413404,SOLAPUR,MAHARASHTRA,18.534517,75.786751
413405,OSMANABAD,MAHARASHTRA,18.366654,76.163965
413406,SOLAPUR,MAHARASHTRA,18.357447,75.594387
413409,SOLAPUR,MAHARASHTRA,18.127305,75.706902
413410,SOLAPUR,MAHARASHTRA,17.903035,75.684736
413411,SOLAPUR,MAHARASHTRA,17.515167,75.446667
413412,SOLAPUR,MAHARASHTRA,17.877404,75.574859
